747673	"Tuple{typeof(Cascadia.attributeSelector), getfield(Cascadia, Symbol("##21#22")){String}, String}"
749646	"Tuple{typeof(Cascadia.attributeSelector), getfield(Cascadia, Symbol("##23#24")){String, Base.Regex}, String}"
11898413	"Tuple{typeof(Base.string), String, String, String}"
3111880	"Tuple{typeof(Cascadia.parseString), Cascadia.Parser}"
920182	"Tuple{typeof(Cascadia.parseAttributeSelector), Cascadia.Parser}"
3402028	"Tuple{typeof(Cascadia.consumeParenthesis), Cascadia.Parser}"
560162	"Tuple{typeof(Cascadia.consumeClosingParenthesis), Cascadia.Parser}"
9401961	"Tuple{typeof(Cascadia.parseInteger), Cascadia.Parser}"
2908580	"Tuple{typeof(Cascadia.parseNth), Cascadia.Parser}"
2246965	"Tuple{typeof(Cascadia.parsePseudoclassSelector), Cascadia.Parser}"
266461	"Tuple{typeof(Cascadia.typeSelector), String}"
156720	"Tuple{typeof(Cascadia.parseSimpleSelectorSequence), Cascadia.Parser}"
1107692	"Tuple{typeof(Cascadia.parseSelector), Cascadia.Parser}"
337123	"Tuple{typeof(Cascadia.parseSelectorGroup), Cascadia.Parser}"
80136	"Tuple{Type{Cascadia.Selector}, String}"
160667	"Tuple{getfield(Base, Symbol("#@time")), LineNumberNode, Module, Any}"
110927	"Tuple{getfield(Base, Symbol("#@ccallable")), LineNumberNode, Module, Any}"
444498	"Tuple{typeof(Base.expand_ccallable), Nothing, Expr}"
94742	"Tuple{Type{Base.Generator{I, F} where F where I}, getfield(Base, Symbol("##264#265")), Array{Any, 1}}"
522660	"Tuple{typeof(Base._collect), Array{Any, 1}, Base.Generator{Array{Any, 1}, getfield(Base, Symbol("##264#265"))}, Base.EltypeUnknown, Base.HasShape{1}}"
54872	"Tuple{typeof(Base.collect_similar), Array{Any, 1}, Base.Generator{Array{Any, 1}, getfield(Base, Symbol("##264#265"))}}"
158693	"Tuple{getfield(Base, Symbol("##264#265")), Expr}"
195405	"Tuple{typeof(Base._similar_for), Array{Any, 1}, Type{Expr}, Base.Generator{Array{Any, 1}, getfield(Base, Symbol("##264#265"))}, Base.HasShape{1}}"
464236	"Tuple{typeof(Base.collect_to!), Array{Expr, 1}, Base.Generator{Array{Any, 1}, getfield(Base, Symbol("##264#265"))}, Int64, Int64}"
39870	"Tuple{typeof(Base.collect_to_with_first!), Array{Expr, 1}, Expr, Base.Generator{Array{Any, 1}, getfield(Base, Symbol("##264#265"))}, Int64}"
138560	"Tuple{typeof(Base.map), Function, Array{Expr, 1}}"
106980	"Tuple{Type{Base.Generator{I, F} where F where I}, typeof(Base.esc), Array{Expr, 1}}"
2360260	"Tuple{typeof(Base.collect_to!), Array{Expr, 1}, Base.Generator{Array{Expr, 1}, typeof(Base.esc)}, Int64, Int64}"
80531	"Tuple{typeof(Base._collect), Array{Expr, 1}, Base.Generator{Array{Expr, 1}, typeof(Base.esc)}, Base.EltypeUnknown, Base.HasShape{1}}"
41844	"Tuple{typeof(Base.collect_similar), Array{Expr, 1}, Base.Generator{Array{Expr, 1}, typeof(Base.esc)}}"
580295	"Tuple{typeof(Base.ccallable), Function, Type{T} where T, Type{T} where T, String}"
1121114	"Tuple{typeof(Base.diff_names), Tuple{Symbol, Symbol}, Tuple{Symbol, Symbol, Symbol, Symbol, Symbol, Symbol}}"
185141	"Tuple{getfield(Dates, Symbol("##s623#30")), Any, Any, Any, Any, Any}"
2464477	"Tuple{getfield(Base.Cartesian, Symbol("#@nexprs")), LineNumberNode, Module, Int64, Expr}"
1886550	"Tuple{typeof(Base.Cartesian.exprresolve_arith), Expr}"
1012950	"Tuple{typeof(Base.Cartesian.exprresolve_conditional), Expr}"
367125	"Tuple{typeof(Base.Cartesian.exprresolve), Expr}"
54477	"Tuple{typeof(Base.Cartesian.inlineanonymous), Expr, Int64}"
1805230	"Tuple{typeof(Base.Cartesian.lreplace!), Expr, Base.Cartesian.LReplace{String}}"
129481	"Tuple{typeof(Base.Cartesian.lreplace), Expr, Symbol, Int64}"
607928	"Tuple{typeof(Base.ht_keyindex), Base.Dict{Symbol, Function}, Symbol}"
33555	"Tuple{typeof(Base.haskey), Base.Dict{Symbol, Function}, Symbol}"
1005450	"Tuple{typeof(Base.Filesystem.cd), String}"
1420340	"Tuple{typeof(Base.copyto!), Base.IndexLinear, Array{InstagramScraper.InstagramProfile, 1}, Base.IndexLinear, Array{Any, 1}}"
2739229	"Tuple{typeof(Base.time_print), UInt64, Int64, Int64, Int64}"
229355	"Tuple{typeof(Base.show), InstagramScraper.InstagramProfile}"
181588	"Tuple{typeof(InstagramScraper.get_multiple_followers), Array{String, 1}, Bool}"
69083	"Tuple{typeof(InstagramScraper.julia_main), Array{String, 1}}"
169746	"Tuple{typeof(Base.occursin), String, String}"
4156806	"Tuple{typeof(Base.uv_write_async), Base.TTY, Ptr{UInt8}, UInt64}"
208038	"Tuple{typeof(Base.uv_write), Base.TTY, Ptr{UInt8}, UInt64}"
344229	"Tuple{typeof(Base.unsafe_write), Base.TTY, Ptr{UInt8}, UInt64}"
30791	"Tuple{typeof(Base.unsafe_write), Base.TTY, Base.RefValue{UInt8}, Int64}"
50529	"Tuple{typeof(Base.write), Base.TTY, UInt8}"
373836	"Tuple{typeof(Base.print), Base.TTY, String, Char}"
26844	"Tuple{typeof(Base.println), Base.TTY, String}"
189879	"Tuple{typeof(Base.print), Base.TTY, String}"
269620	"Tuple{getfield(Test, Symbol("#@testset")), LineNumberNode, Module, Vararg{Any, N} where N}"
1694697	"Tuple{typeof(Test.testset_beginend), Tuple{String, Expr}, Expr, LineNumberNode}"
221854	"Tuple{typeof(Test.parse_testset_args), Tuple{String}}"
941499	"Tuple{getfield(Test, Symbol("#@test")), LineNumberNode, Module, Any, Vararg{Any, N} where N}"
119217	"Tuple{typeof(Test.test_expr!), String, Expr}"
1552585	"Tuple{typeof(Base.collect), Base.Generator{Array{Any, 1}, typeof(Base.esc)}}"
600427	"Tuple{typeof(Base.collect), Base.Generator{Array{Any, 1}, Type{QuoteNode}}}"
1745227	"Tuple{typeof(Test.get_test_result), Expr, LineNumberNode}"
432260	"Tuple{typeof(Base.first), String}"
315412	"Tuple{typeof(Test.get_testset_depth)}"
99084	"Tuple{typeof(Base.length), Array{Test.AbstractTestSet, 1}}"
607138	"Tuple{typeof(Test._check_testset), Type{T} where T, Expr}"
928867	"Tuple{typeof(Base.merge), NamedTuple{(), Tuple{}}, Base.Dict{Symbol, Any}}"
165799	"Tuple{Type{Test.DefaultTestSet}, String}"
726750	"Tuple{typeof(Test.push_testset), Test.DefaultTestSet}"
275936	"Tuple{typeof(Base.push!), Array{Test.AbstractTestSet, 1}, Test.DefaultTestSet}"
293700	"Tuple{typeof(Base.copy), Random.MersenneTwister}"
91584	"Tuple{typeof(Random.seed!), Array{UInt32, 1}}"
1686013	"Tuple{typeof(Test.eval_test), Expr, Expr, LineNumberNode}"
136192	"Tuple{typeof(Base.:(==)), Int32, Int64}"
692012	"Tuple{typeof(Test.get_testset)}"
117638	"Tuple{typeof(Test.do_test), Test.Returned, Expr}"
181984	"Tuple{typeof(Base.isempty), Array{Test.AbstractTestSet, 1}}"
198959	"Tuple{typeof(Base.lastindex), Array{Test.AbstractTestSet, 1}}"
123954	"Tuple{typeof(Base.getindex), Array{Test.AbstractTestSet, 1}, Int64}"
1362312	"Tuple{typeof(Base.copyto!), Array{Int32, 1}, Int64, Array{Int32, 1}, Int64, Int64}"
1639826	"Tuple{typeof(Base.copyto!), Array{Float64, 1}, Int64, Array{Float64, 1}, Int64, Int64}"
808070	"Tuple{typeof(Base.copyto!), Array{UInt128, 1}, Int64, Array{UInt128, 1}, Int64, Int64}"
374626	"Tuple{typeof(Base.copy!), Random.MersenneTwister, Random.MersenneTwister}"
557399	"Tuple{typeof(Test.pop_testset)}"
341466	"Tuple{typeof(Base.pop!), Array{Test.AbstractTestSet, 1}}"
436208	"Tuple{typeof(Test.record), Test.DefaultTestSet, Test.DefaultTestSet}"
489106	"Tuple{typeof(Test.get_test_counts), Test.DefaultTestSet}"
1283754	"Tuple{typeof(Base.lpad), String, Int64, String}"
268041	"Tuple{typeof(Base.warn_color)}"
112506	"Tuple{typeof(Base.info_color)}"
271989	"Tuple{typeof(Test.print_test_results), Test.DefaultTestSet, Int64}"
1219014	"Tuple{typeof(Base.copyto!), Array{Any, 1}, Int64, Array{Test.Error, 1}, Int64, Int64}"
680958	"Tuple{typeof(Base.copyto!), Array{Any, 1}, Int64, Array{Test.Fail, 1}, Int64, Int64}"
89215	"Tuple{typeof(Test.filter_errors), Test.DefaultTestSet}"
470158	"Tuple{typeof(Base.copyto!), Base.IndexLinear, Array{Union{Test.Error, Test.Fail}, 1}, Base.IndexLinear, Array{Any, 1}}"
71846	"Tuple{typeof(Test.finish), Test.DefaultTestSet}"
260541	"Tuple{typeof(Test.get_alignment), Test.DefaultTestSet, Int64}"
172114	"Tuple{getfield(Base, Symbol("##printstyled#673")), Bool, Symbol, Function, String, Vararg{String, N} where N}"
236461	"Tuple{getfield(Base, Symbol("#kw##printstyled")), NamedTuple{(:bold, :color), Tuple{Bool, Symbol}}, typeof(Base.printstyled), Base.TTY, String, Vararg{String, N} where N}"
173693	"Tuple{getfield(Base, Symbol("##printstyled#672")), Bool, Symbol, Function, Base.TTY, String, Vararg{String, N} where N}"
214748	"Tuple{getfield(Base, Symbol("#kw##with_output_color")), NamedTuple{(:bold,), Tuple{Bool}}, typeof(Base.with_output_color), Function, Symbol, Base.TTY, String, Vararg{String, N} where N}"
1485081	"Tuple{getfield(Base, Symbol("##with_output_color#671")), Bool, Function, Function, Symbol, Base.TTY, String, Vararg{String, N} where N}"
652141	"Tuple{typeof(Base.print), Base.IOContext{Base.GenericIOBuffer{Array{UInt8, 1}}}, String, String, String}"
424760	"Tuple{Type{NamedTuple{(:bold, :color), T} where T<:Tuple}, Tuple{Bool, Symbol}}"
354099	"Tuple{getfield(Base, Symbol("#kw##printstyled")), NamedTuple{(:bold, :color), Tuple{Bool, Symbol}}, typeof(Base.printstyled), String}"
342255	"Tuple{typeof(Base.println), Base.TTY}"
698327	"Tuple{typeof(Base.print), String, String}"
634772	"Tuple{typeof(Test.print_counts), Test.DefaultTestSet, Int64, Int64, Int64, Int64, Int64, Int64, Int64}"
622140	"Tuple{typeof(Base.print), Base.TTY, String, String}"
107769	"Tuple{Type{NamedTuple{(:color,), T} where T<:Tuple}, Tuple{Symbol}}"
191063	"Tuple{getfield(Base, Symbol("#kw##printstyled")), NamedTuple{(:color,), Tuple{Symbol}}, typeof(Base.printstyled), String}"
207643	"Tuple{getfield(Test, Symbol("#@test_throws")), LineNumberNode, Module, Any, Any}"
499370	"Tuple{typeof(Base.diff_names), Tuple{Symbol, Symbol}, Tuple{Symbol, Symbol, Symbol, Symbol, Symbol, Symbol, Symbol}}"
941104	"Tuple{typeof(InstagramScraper.fetch_body), String}"
15354128	"Tuple{typeof(Base.write), Base.GenericIOBuffer{Array{UInt8, 1}}, String, String}"
103293272	"Tuple{typeof(Base.collect_to!), Array{Char, 1}, Base.Generator{Base.CodeUnits{UInt8, String}, Type{Char}}, Int64, Int64}"
215143	"Tuple{typeof(Base.collect), Base.Generator{Base.CodeUnits{UInt8, String}, Type{Char}}}"
453578	"Tuple{typeof(Base.mapfilter), typeof(HTTP.Cookies.validcookievaluebyte), typeof(Base.push!), Array{Char, 1}, Array{Char, 1}}"
14300123	"Tuple{typeof(Base.string), Char, String, Char}"
535687	"Tuple{typeof(HTTP.Cookies.sanitizeCookieValue), String}"
3964953	"Tuple{typeof(Base.write), Base.GenericIOBuffer{Array{UInt8, 1}}, String, Char, String}"
24692927	"Tuple{typeof(HTTP.Cookies.isCookieDomainName), String}"
876759	"Tuple{typeof(Dates.year), Int64}"
2363418	"Tuple{typeof(Dates.dayofweek), Dates.DateTime}"
1983267	"Tuple{typeof(Dates.day), Int64}"
198958	"Tuple{typeof(Dates.format), Base.GenericIOBuffer{Array{UInt8, 1}}, Dates.DatePart{Char(0x64000000)}, Dates.DateTime}"
878732	"Tuple{typeof(Dates.month), Int64}"
167378	"Tuple{typeof(Dates.format), Base.GenericIOBuffer{Array{UInt8, 1}}, Dates.DatePart{Char(0x75000000)}, Dates.DateTime, Dates.DateLocale}"
588584	"Tuple{typeof(Dates.hour), Dates.DateTime}"
639509	"Tuple{typeof(Dates.minute), Dates.DateTime}"
384100	"Tuple{typeof(Dates.second), Dates.DateTime}"
425549	"Tuple{typeof(Dates.format), Base.GenericIOBuffer{Array{UInt8, 1}}, Dates.DateTime, Dates.DateFormat{Symbol("e, dd u yyyy HH:MM:SS"), Tuple{Dates.DatePart{Char(0x65000000)}, Dates.Delim{String, 2}, Dates.DatePart{Char(0x64000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x75000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x79000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x48000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x4d000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x53000000)}}}}"
439761	"Tuple{typeof(Dates.format), Dates.DateTime, Dates.DateFormat{Symbol("e, dd u yyyy HH:MM:SS"), Tuple{Dates.DatePart{Char(0x65000000)}, Dates.Delim{String, 2}, Dates.DatePart{Char(0x64000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x75000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x79000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x48000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x4d000000)}, Dates.Delim{Char, 1}, Dates.DatePart{Char(0x53000000)}}}, Int64}"
1808388	"Tuple{typeof(Base.write), Base.GenericIOBuffer{Array{UInt8, 1}}, String, String, String}"
1179539	"Tuple{typeof(HTTP.Cookies.isIP), String}"
154350	"Tuple{Type{String}, HTTP.Cookies.Cookie, Bool}"
330808	"Tuple{typeof(Base.string), String, Array{HTTP.Cookies.Cookie, 1}, Bool}"
184747	"Tuple{typeof(InstagramScraper.get_followers), String}"
1194145	"Tuple{typeof(HTTP.URIs.group), Int64, Base.Regex, String, Base.SubString{String}}"
596480	"Tuple{typeof(HTTP.URIs.ensurevalid), HTTP.URIs.URI}"
3135171	"Tuple{typeof(Base.print), Base.GenericIOBuffer{Array{UInt8, 1}}, String, Base.SubString{String}}"
5366740	"Tuple{typeof(Base.string), String, Base.SubString{String}, String}"
3963374	"Tuple{typeof(Base.print), Base.GenericIOBuffer{Array{UInt8, 1}}, Base.SubString{String}, String}"
232908	"Tuple{typeof(HTTP.URIs.formaturi), Base.GenericIOBuffer{Array{UInt8, 1}}, Base.SubString{String}, Base.SubString{String}, Base.SubString{String}, Base.SubString{String}, Base.SubString{String}, Base.SubString{String}, Base.SubString{String}}"
3007269	"Tuple{typeof(Base.StackTraces.lookup), Base.InterpreterIP}"
397522	"Tuple{typeof(HTTP.method_name), Array{Union{Ptr{Nothing}, Base.InterpreterIP}, 1}}"
214749	"Tuple{typeof(HTTP.postcondition_error), String, Array{Union{Ptr{Nothing}, Base.InterpreterIP}, 1}, String, String, String, String}"
122375	"Tuple{getfield(HTTP.URIs, Symbol("##parse_uri_reference#6")), Bool, Function, String}"
522266	"Tuple{getfield(HTTP, Symbol("##stack#19")), Bool, Bool, Bool, Bool, Bool, Bool, Bool, Int64, Bool, Int64, Base.Iterators.Pairs{Union{}, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}, typeof(HTTP.stack)}"
84083	"Tuple{getfield(HTTP, Symbol("##request#5")), Base.Iterators.Pairs{Union{}, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}, Function, String, HTTP.URIs.URI, Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Array{UInt8, 1}}"
1406919	"Tuple{getfield(Base, Symbol("##s72#143")), Any, Any, Any, Any, Any}"
238040	"Tuple{typeof(Base.merge_names), Tuple{Symbol}, Tuple{}}"
362783	"Tuple{typeof(Base.merge_types), Tuple{Symbol}, Type{NamedTuple{(:iofunction,), Tuple{Nothing}}}, Type{NamedTuple{(), Tuple{}}}}"
137771	"Tuple{typeof(Base.sym_in), Symbol, Tuple{}}"
608323	"Tuple{typeof(Base.merge_names), Tuple{Symbol}, Tuple{Symbol}}"
415286	"Tuple{typeof(Base.merge_types), Tuple{Symbol, Symbol}, Type{NamedTuple{(:reuse_limit,), Tuple{Int64}}}, Type{NamedTuple{(:iofunction,), Tuple{Nothing}}}}"
209617	"Tuple{typeof(Base.sym_in), Symbol, Tuple{Symbol}}"
433839	"Tuple{typeof(Base.merge_types), Tuple{Symbol, Symbol}, Type{NamedTuple{(:require_ssl_verification,), Tuple{Bool}}}, Type{NamedTuple{(:iofunction,), Tuple{Nothing}}}}"
330807	"Tuple{typeof(Base._compute_eltype), Type{Tuple{Bool, Nothing}}}"
205669	"Tuple{typeof(Base.diff_names), Tuple{}, Tuple{Symbol, Symbol, Symbol, Symbol}}"
421601	"Tuple{typeof(Base.merge_types), Tuple{Symbol}, Type{NamedTuple{(:parent,), Tuple{HTTP.Messages.Response}}}, Type{NamedTuple{(:parent,), Tuple{HTTP.Messages.Response}}}}"
114875	"Tuple{typeof(HTTP.request), Type{HTTP.RedirectRequest.RedirectLayer{HTTP.MessageRequest.MessageLayer{HTTP.RetryRequest.RetryLayer{HTTP.ExceptionRequest.ExceptionLayer{HTTP.ConnectionRequest.ConnectionPoolLayer{HTTP.StreamRequest.StreamLayer}}}}}}, String, HTTP.URIs.URI, Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Array{UInt8, 1}}"
682142	"Tuple{typeof(HTTP.URIs.resource), HTTP.URIs.URI}"
1007818	"Tuple{typeof(Base.ht_keyindex), Base.Dict{String, Nothing}, Base.SubString{String}}"
178431	"Tuple{getfield(HTTP.RedirectRequest, Symbol("##2#3")), Base.Pair{Base.SubString{String}, Base.SubString{String}}}"
168957	"Tuple{typeof(Base.mapfilter), getfield(HTTP.RedirectRequest, Symbol("##2#3")), typeof(Base.push!), Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}}"
2693831	"Tuple{typeof(HTTP.Messages.ascii_lc_isequal), Base.SubString{String}, String}"
462262	"Tuple{getfield(HTTP.RedirectRequest, Symbol("##request#1")), Int64, Bool, Base.Iterators.Pairs{Union{}, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}, Function, Type{HTTP.RedirectRequest.RedirectLayer{HTTP.MessageRequest.MessageLayer{HTTP.RetryRequest.RetryLayer{HTTP.ExceptionRequest.ExceptionLayer{HTTP.ConnectionRequest.ConnectionPoolLayer{HTTP.StreamRequest.StreamLayer}}}}}}, String, HTTP.URIs.URI, Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Array{UInt8, 1}}"
1249411	"Tuple{typeof(Base.string), Base.SubString{String}, String, Base.SubString{String}, String, Vararg{Union{Char, Base.SubString{String}, String}, N} where N}"
1556138	"Tuple{Type{Base.SubString{T} where T<:AbstractString}, Base.SubString{String}}"
3858763	"Tuple{typeof(HTTP.Messages.ascii_lc_isequal), Base.SubString{String}, Base.SubString{String}}"
243171	"Tuple{typeof(HTTP.Pairs.setbyfirst), Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Base.Pair{Base.SubString{String}, Base.SubString{String}}, typeof(HTTP.Messages.field_name_isequal)}"
324492	"Tuple{typeof(HTTP.Messages.defaultheader), Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Base.Pair{String, Base.SubString{String}}}"
1648906	"Tuple{typeof(HTTP.Messages.defaultheader), Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Base.Pair{String, String}}"
1549032	"Tuple{typeof(HTTP.Messages.hasheader), Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, String}"
1000712	"Tuple{getfield(HTTP.MessageRequest, Symbol("##request#1")), Base.VersionNumber, String, Nothing, Nothing, Base.Iterators.Pairs{Union{}, Union{}, Tuple{}, NamedTuple{(), Tuple{}}}, Function, Type{HTTP.MessageRequest.MessageLayer{HTTP.RetryRequest.RetryLayer{HTTP.ExceptionRequest.ExceptionLayer{HTTP.ConnectionRequest.ConnectionPoolLayer{HTTP.StreamRequest.StreamLayer}}}}}, String, HTTP.URIs.URI, Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Array{UInt8, 1}}"
2287625	"Tuple{typeof(HTTP.Messages.mkheaders), Array{Any, 1}}"
410548	"Tuple{getfield(HTTP.Messages, Symbol("##Request#3")), Base.VersionNumber, Nothing, Type{T} where T, String, String, Array{Base.Pair{Base.SubString{String}, Base.SubString{String}}, 1}, Array{UInt8, 1}}"
1080059	"Tuple{getfield(Base, Symbol("###48#49#50")){Base.ExponentialBackOff, getfield(HTTP.RetryRequest, Symbol("##2#3")){Bool, HTTP.Messages.Request}, typeof(HTTP.request)}, Base.Iterators.Pairs{Symbol, Nothing, Tuple{Symbol}, NamedTuple{(:iofunction,), Tuple{Nothing}}}, Function, Type{T} where T, Vararg{Any, N} where N}"
458315	"Tuple{getfield(HTTP, Symbol("#kw##request")), NamedTuple{(:iofunction,), Tuple{Nothing}}, typeof(HTTP.request), Type{HTTP.ExceptionRequest.ExceptionLayer{HTTP.ConnectionRequest.ConnectionPoolLayer{HTTP.StreamRequest.StreamLayer}}}, HTTP.URIs.URI, HTTP.Messages.Request, Array{UInt8, 1}}"
1071374	"Tuple{typeof(HTTP.Messages.defaultheader), HTTP.Messages.Request, Base.Pair{String, String}}"
290542	"Tuple{getfield(HTTP.ConnectionRequest, Symbol("##request#1")), Nothing, Type{T} where T, Int64, Base.Iterators.Pairs{Symbol, Nothing, Tuple{Symbol}, NamedTuple{(:iofunction,), Tuple{Nothing}}}, Function, Type{HTTP.ConnectionRequest.ConnectionPoolLayer{HTTP.StreamRequest.StreamLayer}}, HTTP.URIs.URI, HTTP.Messages.Request, Array{UInt8, 1}}"
249882	"Tuple{getfield(HTTP.ConnectionPool, Symbol("#kw##getconnection")), NamedTuple{(:reuse_limit, :iofunction), Tuple{Int64, Nothing}}, typeof(HTTP.ConnectionPool.getconnection), Type{HTTP.ConnectionPool.Transaction{MbedTLS.SSLContext}}, Base.SubString{String}, Base.SubString{String}}"
1130983	"Tuple{typeof(Base.mapfilter), getfield(HTTP.ConnectionPool, Symbol("##6#7")){DataType, Base.SubString{String}, Base.SubString{String}, Int64}, typeof(Base.push!), Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}, Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}}"
937946	"Tuple{typeof(Base.collect_to!), Array{Bool, 1}, Base.Generator{Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}, getfield(HTTP.ConnectionPool, Symbol("#isdeletable#10"))}, Int64, Int64}"
57635	"Tuple{typeof(Base._collect), Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}, Base.Generator{Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}, getfield(HTTP.ConnectionPool, Symbol("#isdeletable#10"))}, Base.EltypeUnknown, Base.HasShape{1}}"
475684	"Tuple{typeof(Base.deleteat!), Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}, Array{Bool, 1}}"
51318	"Tuple{typeof(HTTP.ConnectionPool.purge)}"
403838	"Tuple{typeof(Base.mapfilter), getfield(HTTP.ConnectionPool, Symbol("##4#5")){DataType, Base.SubString{String}, Base.SubString{String}, Int64, Bool, Int64}, typeof(Base.push!), Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}, Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}}"
574374	"Tuple{typeof(Base.mapfilter), getfield(HTTP.ConnectionPool, Symbol("##12#13")), typeof(Base.push!), Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}, Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}}"
795438	"Tuple{typeof(Base.mapfilter), getfield(HTTP.ConnectionPool, Symbol("##8#9")){DataType, Base.SubString{String}, Base.SubString{String}, Int64, Bool}, typeof(Base.push!), Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}, Array{HTTP.ConnectionPool.Connection{T} where T<:IO, 1}}"
803728	"Tuple{typeof(HTTP.IOExtras.tcpsocket), MbedTLS.SSLContext}"
602006	"Tuple{typeof(HTTP.IOExtras.peerport), MbedTLS.SSLContext}"
926104	"Tuple{typeof(HTTP.IOExtras.localport), MbedTLS.SSLContext}"
